hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2413.66, 0, 14.1674, 14.1674
0, 1800.00000, 2413.66, 0, 14.1674, 14.1674
0, 2700.00000, 2425.75, 0, 12.7505, 12.7505
1, 0.00000, 2425.75, 0, 12.7505, 12.7505
1, 900.00000, 2425.75, 0, 12.7505, 12.7505
1, 1800.00000, 2428.73, 0, 11.7969, 11.7969
1, 2700.00000, 2428.73, 0, 11.7969, 11.7969
2, 0.00000, 2428.73, 0, 11.7969, 11.7969
2, 900.00000, 2428.73, 0, 11.7969, 11.7969
2, 1800.00000, 2428.73, 0, 11.7969, 11.7969
2, 2700.00000, 2433.31, 0, 11.4998, 11.4998
3, 0.00000, 2433.31, 0, 11.4999, 11.4999
3, 900.00000, 2433.31, 0, 11.4999, 11.4999
3, 1800.00000, 2435.46, 0, 11.0297, 11.0297
3, 2700.00000, 2435.46, 0, 11.0297, 11.0297
4, 0.00000, 2435.46, 0, 11.0297, 11.0297
4, 900.00000, 2435.46, 0, 11.0297, 11.0297
4, 1800.00000, 2435.46, 0, 11.0297, 11.0297
4, 2700.00000, 2432.76, 0, 10.9605, 10.9605
5, 0.00000, 2432.76, 0, 10.9605, 10.9605
5, 900.00000, 2432.76, 0, 10.9605, 10.9605
5, 1800.00000, 2429.66, 0, 11.3657, 11.3657
5, 2700.00000, 2429.66, 0, 11.3657, 11.3657
6, 0.00000, 2429.66, 0, 11.3657, 11.3657
6, 900.00000, 2429.66, 0, 11.3657, 11.3657
6, 1800.00000, 2429.66, 0, 11.3657, 11.3657
6, 2700.00000, 2425.3, 0, 12.3715, 12.3715
7, 0.00000, 2425.3, 0, 12.3715, 12.3715
7, 900.00000, 2425.3, 0, 12.3715, 12.3715
7, 1800.00000, 2420.18, 0, 14.0499, 14.0499
7, 2700.00000, 2420.17, 0, 14.0497, 14.0497
8, 0.00000, 2420.17, 0, 14.0497, 14.0497
8, 900.00000, 2420.17, 0, 14.0497, 14.0497
8, 1800.00000, 2420.17, 0, 14.0497, 14.0497
8, 2700.00000, 2420.36, 0, 15.635, 15.635
9, 0.00000, 2420.37, 0, 15.635, 15.635
9, 900.00000, 2420.37, 0, 15.635, 15.635
9, 1800.00000, 2418.49, 0, 16.5239, 16.5239
9, 2700.00000, 2418.49, 0, 16.5242, 16.5242
10, 0.00000, 2418.49, 0, 16.5242, 16.5242
10, 900.00000, 2418.49, 0, 16.5242, 16.5242
10, 1800.00000, 2418.49, 0, 16.5242, 16.5242
10, 2700.00000, 2415.68, 0, 17.63, 17.63
11, 0.00000, 2415.68, 0, 17.6303, 17.6303
11, 900.00000, 2415.68, 0, 17.6303, 17.6303
11, 1800.00000, 2409.89, 0, 18.5045, 18.5045
11, 2700.00000, 2409.89, 0, 18.5049, 18.5049
12, 0.00000, 2409.89, 0, 18.5049, 18.5049
12, 900.00000, 2409.89, 0, 18.5049, 18.5049
12, 1800.00000, 2409.89, 0, 18.5049, 18.5049
12, 2700.00000, 2407.22, 0, 18.4093, 18.4093
13, 0.00000, 2407.23, 0, 18.4097, 18.4097
13, 900.00000, 2407.23, 0, 18.4097, 18.4097
13, 1800.00000, 2409.56, 0, 18.3338, 18.3338
13, 2700.00000, 2409.56, 0, 18.334, 18.334
14, 0.00000, 2409.56, 0, 18.334, 18.334
14, 900.00000, 2409.56, 0, 18.334, 18.334
14, 1800.00000, 2409.56, 0, 18.334, 18.334
14, 2700.00000, 2410.13, 0, 18.5215, 18.5215
15, 0.00000, 2410.14, 0, 18.5217, 18.5217
15, 900.00000, 2410.14, 0, 18.5217, 18.5217
15, 1800.00000, 2408.64, 0, 18.6823, 18.6823
15, 2700.00000, 2408.64, 0, 18.6823, 18.6823
16, 0.00000, 2408.64, 0, 18.6823, 18.6823
16, 900.00000, 2408.64, 0, 18.6823, 18.6823
16, 1800.00000, 2408.64, 0, 18.6823, 18.6823
16, 2700.00000, 2406.63, 0, 18.6856, 18.6856
