hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2415.51, 0, 6.99841, 6.99841
0, 1800.00000, 2415.52, 0, 6.99837, 6.99837
0, 2700.00000, 2418, 0, 6.26071, 6.26071
1, 0.00000, 2418, 0, 6.26062, 6.26062
1, 900.00000, 2418, 0, 6.26062, 6.26062
1, 1800.00000, 2422.21, 0, 5.77523, 5.77523
1, 2700.00000, 2422.21, 0, 5.77523, 5.77523
2, 0.00000, 2422.21, 0, 5.77523, 5.77523
2, 900.00000, 2422.21, 0, 5.77523, 5.77523
2, 1800.00000, 2422.21, 0, 5.77523, 5.77523
2, 2700.00000, 2422.17, 0, 5.61936, 5.61936
3, 0.00000, 2422.17, 0, 5.61931, 5.61931
3, 900.00000, 2422.17, 0, 5.61931, 5.61931
3, 1800.00000, 2423.68, 0, 5.3815, 5.3815
3, 2700.00000, 2423.69, 0, 5.38147, 5.38147
4, 0.00000, 2423.69, 0, 5.38146, 5.38146
4, 900.00000, 2423.69, 0, 5.38146, 5.38146
4, 1800.00000, 2423.69, 0, 5.38146, 5.38146
4, 2700.00000, 2423.36, 0, 5.35429, 5.35429
5, 0.00000, 2423.36, 0, 5.35432, 5.35432
5, 900.00000, 2423.36, 0, 5.35432, 5.35432
5, 1800.00000, 2422.69, 0, 5.56075, 5.56075
5, 2700.00000, 2422.68, 0, 5.5609, 5.5609
6, 0.00000, 2422.68, 0, 5.5609, 5.5609
6, 900.00000, 2422.68, 0, 5.5609, 5.5609
6, 1800.00000, 2422.68, 0, 5.5609, 5.5609
6, 2700.00000, 2419.96, 0, 6.0707, 6.0707
7, 0.00000, 2419.95, 0, 6.07077, 6.07077
7, 900.00000, 2419.95, 0, 6.07077, 6.07077
7, 1800.00000, 2415.96, 0, 6.92026, 6.92026
7, 2700.00000, 2415.96, 0, 6.92026, 6.92026
8, 0.00000, 2415.96, 0, 6.92026, 6.92026
8, 900.00000, 2415.96, 0, 6.92026, 6.92026
8, 1800.00000, 2415.96, 0, 6.92026, 6.92026
8, 2700.00000, 2411.92, 0, 7.71326, 7.71326
