hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2392.66, 0, 14.044, 14.044
0, 1800.00000, 2392.66, 0, 14.0442, 14.0442
0, 2700.00000, 2404.33, 0, 12.6379, 12.6379
1, 0.00000, 2404.33, 0, 12.6379, 12.6379
1, 900.00000, 2404.33, 0, 12.6379, 12.6379
1, 1800.00000, 2408.97, 0, 11.7009, 11.7009
1, 2700.00000, 2408.97, 0, 11.7009, 11.7009
2, 0.00000, 2408.97, 0, 11.7009, 11.7009
2, 900.00000, 2408.97, 0, 11.7009, 11.7009
2, 1800.00000, 2408.97, 0, 11.7009, 11.7009
2, 2700.00000, 2415.47, 0, 11.4156, 11.4156
3, 0.00000, 2415.47, 0, 11.4156, 11.4156
3, 900.00000, 2415.47, 0, 11.4156, 11.4156
3, 1800.00000, 2418.51, 0, 10.953, 10.953
3, 2700.00000, 2418.51, 0, 10.953, 10.953
4, 0.00000, 2418.51, 0, 10.953, 10.953
4, 900.00000, 2418.51, 0, 10.953, 10.953
4, 1800.00000, 2418.51, 0, 10.953, 10.953
4, 2700.00000, 2414.87, 0, 10.8799, 10.8799
5, 0.00000, 2414.87, 0, 10.8799, 10.8799
5, 900.00000, 2414.87, 0, 10.8799, 10.8799
5, 1800.00000, 2410.37, 0, 11.2754, 11.2754
5, 2700.00000, 2410.37, 0, 11.2754, 11.2754
6, 0.00000, 2410.37, 0, 11.2754, 11.2754
6, 900.00000, 2410.37, 0, 11.2754, 11.2754
6, 1800.00000, 2410.37, 0, 11.2754, 11.2754
6, 2700.00000, 2408.3, 0, 12.2847, 12.2847
7, 0.00000, 2408.3, 0, 12.2848, 12.2848
7, 900.00000, 2408.3, 0, 12.2848, 12.2848
7, 1800.00000, 2405.01, 0, 13.9615, 13.9615
7, 2700.00000, 2405.01, 0, 13.9617, 13.9617
8, 0.00000, 2405.01, 0, 13.9617, 13.9617
8, 900.00000, 2405.01, 0, 13.9617, 13.9617
8, 1800.00000, 2405.01, 0, 13.9617, 13.9617
8, 2700.00000, 2408.18, 0, 15.5562, 15.5562
9, 0.00000, 2408.18, 0, 15.5562, 15.5562
9, 900.00000, 2408.18, 0, 15.5562, 15.5562
9, 1800.00000, 2413.33, 0, 16.4889, 16.4889
9, 2700.00000, 2413.34, 0, 16.489, 16.489
10, 0.00000, 2413.34, 0, 16.489, 16.489
10, 900.00000, 2413.34, 0, 16.489, 16.489
10, 1800.00000, 2413.34, 0, 16.489, 16.489
10, 2700.00000, 2405.84, 0, 17.5584, 17.5584
11, 0.00000, 2405.85, 0, 17.5585, 17.5585
11, 900.00000, 2405.85, 0, 17.5585, 17.5585
11, 1800.00000, 2402.34, 0, 18.4469, 18.4469
11, 2700.00000, 2402.35, 0, 18.4469, 18.4469
12, 0.00000, 2402.35, 0, 18.4469, 18.4469
12, 900.00000, 2402.35, 0, 18.4469, 18.4469
12, 1800.00000, 2402.35, 0, 18.4469, 18.4469
12, 2700.00000, 2402.19, 0, 18.3711, 18.3711
13, 0.00000, 2402.19, 0, 18.3712, 18.3712
13, 900.00000, 2402.2, 0, 18.3712, 18.3712
13, 1800.00000, 2404.43, 0, 18.2949, 18.2949
13, 2700.00000, 2404.43, 0, 18.295, 18.295
14, 0.00000, 2404.43, 0, 18.295, 18.295
14, 900.00000, 2404.43, 0, 18.295, 18.295
14, 1800.00000, 2404.43, 0, 18.295, 18.295
14, 2700.00000, 2405.22, 0, 18.484, 18.484
15, 0.00000, 2405.22, 0, 18.484, 18.484
15, 900.00000, 2405.22, 0, 18.484, 18.484
15, 1800.00000, 2402.39, 0, 18.6338, 18.6338
15, 2700.00000, 2402.39, 0, 18.6338, 18.6338
16, 0.00000, 2402.39, 0, 18.6338, 18.6338
16, 900.00000, 2402.39, 0, 18.6338, 18.6338
16, 1800.00000, 2402.39, 0, 18.6338, 18.6338
16, 2700.00000, 2391.72, 0, 18.5695, 18.5695
17, 0.00000, 2391.72, 0, 18.5696, 18.5696
17, 900.00000, 2391.72, 0, 18.5696, 18.5696
17, 1800.00000, 2396.59, 0, 17.8259, 17.8259
17, 2700.00000, 2396.58, 0, 17.8258, 17.8258
18, 0.00000, 2396.58, 0, 17.8258, 17.8258
18, 900.00000, 2396.58, 0, 17.8258, 17.8258
18, 1800.00000, 2396.58, 0, 17.8258, 17.8258
18, 2700.00000, 2389.14, 0, 17.3624, 17.3624
19, 0.00000, 2389.14, 0, 17.3624, 17.3624
19, 900.00000, 2389.14, 0, 17.3624, 17.3624
