hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2384.65, 0, 14.1779, 14.1779
0, 1800.00000, 2384.65, 0, 14.1779, 14.1779
0, 2700.00000, 2398.81, 0, 12.6211, 12.6211
1, 0.00000, 2398.8, 0, 12.6214, 12.6214
1, 900.00000, 2398.8, 0, 12.6214, 12.6214
1, 1800.00000, 2404.08, 0, 11.6376, 11.6376
1, 2700.00000, 2404.08, 0, 11.6376, 11.6376
2, 0.00000, 2404.08, 0, 11.6376, 11.6376
2, 900.00000, 2404.08, 0, 11.6376, 11.6376
2, 1800.00000, 2404.08, 0, 11.6376, 11.6376
2, 2700.00000, 2410.18, 0, 11.2945, 11.2945
3, 0.00000, 2410.18, 0, 11.2945, 11.2945
3, 900.00000, 2410.18, 0, 11.2945, 11.2945
3, 1800.00000, 2413.72, 0, 10.8074, 10.8074
3, 2700.00000, 2413.72, 0, 10.8074, 10.8074
4, 0.00000, 2413.72, 0, 10.8074, 10.8074
4, 900.00000, 2413.72, 0, 10.8074, 10.8074
4, 1800.00000, 2413.72, 0, 10.8074, 10.8074
4, 2700.00000, 2410.6, 0, 10.7653, 10.7653
5, 0.00000, 2410.6, 0, 10.7653, 10.7653
5, 900.00000, 2410.6, 0, 10.7653, 10.7653
5, 1800.00000, 2406.11, 0, 11.1987, 11.1987
5, 2700.00000, 2406.12, 0, 11.1984, 11.1984
6, 0.00000, 2406.12, 0, 11.1984, 11.1984
6, 900.00000, 2406.12, 0, 11.1984, 11.1984
6, 1800.00000, 2406.12, 0, 11.1984, 11.1984
6, 2700.00000, 2404.27, 0, 12.2207, 12.2207
7, 0.00000, 2404.27, 0, 12.2207, 12.2207
7, 900.00000, 2404.27, 0, 12.2207, 12.2207
7, 1800.00000, 2400.5, 0, 13.9297, 13.9297
7, 2700.00000, 2400.5, 0, 13.9297, 13.9297
8, 0.00000, 2400.5, 0, 13.9297, 13.9297
8, 900.00000, 2400.5, 0, 13.9297, 13.9297
8, 1800.00000, 2400.5, 0, 13.9297, 13.9297
8, 2700.00000, 2402.56, 0, 15.4869, 15.4869
9, 0.00000, 2402.56, 0, 15.4869, 15.4869
9, 900.00000, 2402.56, 0, 15.4869, 15.4869
9, 1800.00000, 2408.78, 0, 16.3378, 16.3378
9, 2700.00000, 2408.77, 0, 16.3381, 16.3381
10, 0.00000, 2408.77, 0, 16.3381, 16.3381
10, 900.00000, 2408.77, 0, 16.3381, 16.3381
10, 1800.00000, 2408.77, 0, 16.3381, 16.3381
10, 2700.00000, 2418.08, 0, 17.3847, 17.3847
11, 0.00000, 2418.07, 0, 17.385, 17.385
11, 900.00000, 2418.07, 0, 17.385, 17.385
11, 1800.00000, 2415.01, 0, 18.3142, 18.3142
11, 2700.00000, 2415, 0, 18.3144, 18.3144
12, 0.00000, 2415, 0, 18.3144, 18.3144
12, 900.00000, 2415, 0, 18.3144, 18.3144
12, 1800.00000, 2415, 0, 18.3144, 18.3144
12, 2700.00000, 2415.86, 0, 18.2337, 18.2337
13, 0.00000, 2415.85, 0, 18.234, 18.234
13, 900.00000, 2415.85, 0, 18.234, 18.234
13, 1800.00000, 2417.98, 0, 18.1253, 18.1253
13, 2700.00000, 2417.97, 0, 18.1255, 18.1255
14, 0.00000, 2417.97, 0, 18.1255, 18.1255
14, 900.00000, 2417.97, 0, 18.1255, 18.1255
14, 1800.00000, 2417.97, 0, 18.1255, 18.1255
14, 2700.00000, 2418.62, 0, 18.3017, 18.3017
15, 0.00000, 2418.61, 0, 18.3019, 18.3019
15, 900.00000, 2418.61, 0, 18.3019, 18.3019
15, 1800.00000, 2415.44, 0, 18.4962, 18.4962
15, 2700.00000, 2415.44, 0, 18.4963, 18.4963
16, 0.00000, 2415.44, 0, 18.4963, 18.4963
16, 900.00000, 2415.44, 0, 18.4963, 18.4963
16, 1800.00000, 2415.44, 0, 18.4963, 18.4963
16, 2700.00000, 2403.15, 0, 18.6099, 18.6099
17, 0.00000, 2403.16, 0, 18.6094, 18.6094
17, 900.00000, 2403.16, 0, 18.6094, 18.6094
17, 1800.00000, 2406.27, 0, 17.805, 17.805
17, 2700.00000, 2406.28, 0, 17.8047, 17.8047
18, 0.00000, 2406.28, 0, 17.8047, 17.8047
18, 900.00000, 2406.28, 0, 17.8047, 17.8047
18, 1800.00000, 2406.28, 0, 17.8047, 17.8047
18, 2700.00000, 2396.02, 0, 17.4703, 17.4703
19, 0.00000, 2396.02, 0, 17.4703, 17.4703
19, 900.00000, 2396.02, 0, 17.4703, 17.4703
