hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2455.45, 0, 14.4129, 14.4129
0, 1800.00000, 2455.45, 0, 14.4127, 14.4127
0, 2700.00000, 2461.97, 0, 12.9409, 12.9409
1, 0.00000, 2461.97, 0, 12.9409, 12.9409
1, 900.00000, 2461.97, 0, 12.9409, 12.9409
1, 1800.00000, 2469.75, 0, 11.9962, 11.9962
1, 2700.00000, 2469.75, 0, 11.9962, 11.9962
2, 0.00000, 2469.75, 0, 11.9962, 11.9962
2, 900.00000, 2469.75, 0, 11.9962, 11.9962
2, 1800.00000, 2469.75, 0, 11.9962, 11.9962
2, 2700.00000, 2482.88, 0, 11.7342, 11.7342
3, 0.00000, 2482.88, 0, 11.7341, 11.7341
3, 900.00000, 2482.88, 0, 11.7341, 11.7341
3, 1800.00000, 2489.07, 0, 11.2724, 11.2724
3, 2700.00000, 2489.07, 0, 11.2725, 11.2725
4, 0.00000, 2489.07, 0, 11.2725, 11.2725
4, 900.00000, 2489.07, 0, 11.2725, 11.2725
4, 1800.00000, 2489.07, 0, 11.2725, 11.2725
4, 2700.00000, 2481.17, 0, 11.1786, 11.1786
5, 0.00000, 2481.17, 0, 11.1786, 11.1786
5, 900.00000, 2481.17, 0, 11.1786, 11.1786
5, 1800.00000, 2472.49, 0, 11.5659, 11.5659
5, 2700.00000, 2472.49, 0, 11.566, 11.566
6, 0.00000, 2472.49, 0, 11.566, 11.566
6, 900.00000, 2472.49, 0, 11.566, 11.566
6, 1800.00000, 2472.49, 0, 11.566, 11.566
6, 2700.00000, 2469.66, 0, 12.598, 12.598
7, 0.00000, 2469.66, 0, 12.5978, 12.5978
7, 900.00000, 2469.66, 0, 12.5978, 12.5978
7, 1800.00000, 2465.69, 0, 14.3139, 14.3139
7, 2700.00000, 2465.7, 0, 14.314, 14.314
8, 0.00000, 2465.7, 0, 14.314, 14.314
8, 900.00000, 2465.7, 0, 14.314, 14.314
8, 1800.00000, 2465.7, 0, 14.314, 14.314
8, 2700.00000, 2475.65, 0, 15.9921, 15.9921
9, 0.00000, 2475.65, 0, 15.9921, 15.9921
9, 900.00000, 2475.65, 0, 15.9921, 15.9921
9, 1800.00000, 2488.93, 0, 17.0061, 17.0061
9, 2700.00000, 2488.91, 0, 17.0053, 17.0053
10, 0.00000, 2488.91, 0, 17.0053, 17.0053
10, 900.00000, 2488.91, 0, 17.0053, 17.0053
10, 1800.00000, 2488.91, 0, 17.0053, 17.0053
10, 2700.00000, 2492.7, 0, 18.1931, 18.1931
11, 0.00000, 2492.68, 0, 18.1923, 18.1923
11, 900.00000, 2492.68, 0, 18.1923, 18.1923
11, 1800.00000, 2487.54, 0, 19.1019, 19.1019
11, 2700.00000, 2487.52, 0, 19.101, 19.101
12, 0.00000, 2487.52, 0, 19.1009, 19.1009
12, 900.00000, 2487.52, 0, 19.1009, 19.1009
12, 1800.00000, 2487.52, 0, 19.1009, 19.1009
12, 2700.00000, 2488.53, 0, 19.0322, 19.0322
13, 0.00000, 2488.5, 0, 19.0313, 19.0313
13, 900.00000, 2488.5, 0, 19.0312, 19.0312
13, 1800.00000, 2493.07, 0, 18.9698, 18.9698
13, 2700.00000, 2493.06, 0, 18.9693, 18.9693
14, 0.00000, 2493.06, 0, 18.9693, 18.9693
14, 900.00000, 2493.06, 0, 18.9693, 18.9693
14, 1800.00000, 2493.06, 0, 18.9693, 18.9693
14, 2700.00000, 2488.45, 0, 19.1229, 19.1229
15, 0.00000, 2488.47, 0, 19.1237, 19.1237
15, 900.00000, 2488.47, 0, 19.1237, 19.1237
15, 1800.00000, 2477.54, 0, 19.2175, 19.2175
15, 2700.00000, 2477.52, 0, 19.2166, 19.2166
16, 0.00000, 2477.52, 0, 19.2165, 19.2165
16, 900.00000, 2477.52, 0, 19.2165, 19.2165
16, 1800.00000, 2477.52, 0, 19.2165, 19.2165
16, 2700.00000, 2462.35, 0, 19.1183, 19.1183
17, 0.00000, 2462.35, 0, 19.118, 19.118
17, 900.00000, 2462.35, 0, 19.118, 19.118
17, 1800.00000, 2471.61, 0, 18.383, 18.383
17, 2700.00000, 2471.63, 0, 18.384, 18.384
18, 0.00000, 2471.63, 0, 18.3841, 18.3841
18, 900.00000, 2471.63, 0, 18.3841, 18.3841
18, 1800.00000, 2471.63, 0, 18.3841, 18.3841
18, 2700.00000, 2461.73, 0, 17.8897, 17.8897
19, 0.00000, 2461.73, 0, 17.8899, 17.8899
19, 900.00000, 2461.73, 0, 17.8899, 17.8899
19, 1800.00000, 2471.09, 0, 17.5165, 17.5165
19, 2700.00000, 2471.09, 0, 17.5167, 17.5167
20, 0.00000, 2471.09, 0, 17.5167, 17.5167
20, 900.00000, 2471.09, 0, 17.5167, 17.5167
20, 1800.00000, 2471.09, 0, 17.5167, 17.5167
20, 2700.00000, 2490.73, 0, 16.9401, 16.9401
21, 0.00000, 2490.73, 0, 16.9404, 16.9404
21, 900.00000, 2490.73, 0, 16.9404, 16.9404
21, 1800.00000, 2490.73, 0, 16.9404, 16.9404
21, 2700.00000, 2490.73, 0, 16.9404, 16.9404
22, 0.00000, 2490.73, 0, 16.9404, 16.9404
22, 900.00000, 2490.73, 0, 16.9404, 16.9404
22, 1800.00000, 2490.73, 0, 16.9404, 16.9404
22, 2700.00000, 2481.07, 0, 15.9502, 15.9502
23, 0.00000, 2481.07, 0, 15.95, 15.95
23, 900.00000, 2481.07, 0, 15.95, 15.95
23, 1800.00000, 2486.6, 0, 14.5955, 14.5955
23, 2700.00000, 2486.6, 0, 14.5955, 14.5955
24, 0.00000, 2486.6, 0, 14.5955, 14.5955
