hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2406.53, 0, 7.02454, 7.02454
0, 1800.00000, 2406.53, 0, 7.02449, 7.02449
0, 2700.00000, 2418.39, 0, 6.2596, 6.2596
1, 0.00000, 2418.39, 0, 6.2596, 6.2596
1, 900.00000, 2418.39, 0, 6.2596, 6.2596
1, 1800.00000, 2421.65, 0, 5.77658, 5.77658
1, 2700.00000, 2421.65, 0, 5.77657, 5.77657
2, 0.00000, 2421.65, 0, 5.77657, 5.77657
2, 900.00000, 2421.65, 0, 5.77657, 5.77657
2, 1800.00000, 2421.65, 0, 5.77657, 5.77657
2, 2700.00000, 2426.62, 0, 5.609, 5.609
3, 0.00000, 2426.62, 0, 5.60902, 5.60902
3, 900.00000, 2426.62, 0, 5.60902, 5.60902
3, 1800.00000, 2428.81, 0, 5.37008, 5.37008
3, 2700.00000, 2428.81, 0, 5.3701, 5.3701
4, 0.00000, 2428.81, 0, 5.3701, 5.3701
4, 900.00000, 2428.81, 0, 5.3701, 5.3701
4, 1800.00000, 2428.81, 0, 5.3701, 5.3701
4, 2700.00000, 2425.95, 0, 5.3486, 5.3486
5, 0.00000, 2425.95, 0, 5.34861, 5.34861
5, 900.00000, 2425.95, 0, 5.34861, 5.34861
5, 1800.00000, 2422.59, 0, 5.56113, 5.56113
5, 2700.00000, 2422.59, 0, 5.56113, 5.56113
6, 0.00000, 2422.59, 0, 5.56113, 5.56113
6, 900.00000, 2422.59, 0, 5.56113, 5.56113
6, 1800.00000, 2422.59, 0, 5.56113, 5.56113
6, 2700.00000, 2420.34, 0, 6.06984, 6.06984
7, 0.00000, 2420.34, 0, 6.0698, 6.0698
7, 900.00000, 2420.34, 0, 6.0698, 6.0698
7, 1800.00000, 2417.39, 0, 6.91623, 6.91623
7, 2700.00000, 2417.39, 0, 6.91617, 6.91617
8, 0.00000, 2417.39, 0, 6.91617, 6.91617
8, 900.00000, 2417.39, 0, 6.91617, 6.91617
8, 1800.00000, 2417.39, 0, 6.91617, 6.91617
8, 2700.00000, 2419.57, 0, 7.68904, 7.68904
9, 0.00000, 2419.57, 0, 7.68902, 7.68902
9, 900.00000, 2419.57, 0, 7.68902, 7.68902
9, 1800.00000, 2422.09, 0, 8.12417, 8.12417
9, 2700.00000, 2422.09, 0, 8.12414, 8.12414
10, 0.00000, 2422.09, 0, 8.12413, 8.12413
10, 900.00000, 2422.09, 0, 8.12413, 8.12413
10, 1800.00000, 2422.09, 0, 8.12413, 8.12413
10, 2700.00000, 2425.71, 0, 8.66514, 8.66514
11, 0.00000, 2425.71, 0, 8.66511, 8.66511
11, 900.00000, 2425.71, 0, 8.66511, 8.66511
11, 1800.00000, 2422.54, 0, 9.12876, 9.12876
11, 2700.00000, 2422.54, 0, 9.12874, 9.12874
12, 0.00000, 2422.54, 0, 9.12874, 9.12874
12, 900.00000, 2422.54, 0, 9.12874, 9.12874
12, 1800.00000, 2422.54, 0, 9.12874, 9.12874
12, 2700.00000, 2421.88, 0, 9.0943, 9.0943
13, 0.00000, 2421.88, 0, 9.09428, 9.09428
13, 900.00000, 2421.88, 0, 9.09428, 9.09428
13, 1800.00000, 2423.61, 0, 9.0417, 9.0417
13, 2700.00000, 2423.61, 0, 9.04167, 9.04167
14, 0.00000, 2423.61, 0, 9.04167, 9.04167
14, 900.00000, 2423.61, 0, 9.04167, 9.04167
14, 1800.00000, 2423.61, 0, 9.04167, 9.04167
14, 2700.00000, 2424.18, 0, 9.12993, 9.12993
15, 0.00000, 2424.18, 0, 9.12992, 9.12992
15, 900.00000, 2424.18, 0, 9.12991, 9.12991
15, 1800.00000, 2422.27, 0, 9.22204, 9.22204
15, 2700.00000, 2422.27, 0, 9.22204, 9.22204
16, 0.00000, 2422.27, 0, 9.22204, 9.22204
16, 900.00000, 2422.27, 0, 9.22204, 9.22204
16, 1800.00000, 2422.27, 0, 9.22204, 9.22204
16, 2700.00000, 2415.66, 0, 9.25659, 9.25659
17, 0.00000, 2415.66, 0, 9.25655, 9.25655
17, 900.00000, 2415.66, 0, 9.25655, 9.25655
17, 1800.00000, 2425.38, 0, 8.83223, 8.83223
17, 2700.00000, 2425.37, 0, 8.83227, 8.83227
18, 0.00000, 2425.37, 0, 8.83227, 8.83227
18, 900.00000, 2425.37, 0, 8.83227, 8.83227
18, 1800.00000, 2425.37, 0, 8.83227, 8.83227
18, 2700.00000, 2422.34, 0, 8.64025, 8.64025
19, 0.00000, 2422.34, 0, 8.64022, 8.64022
19, 900.00000, 2422.34, 0, 8.64022, 8.64022
