hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2364.07, 0, 7.15075, 7.15075
0, 1800.00000, 2364.07, 0, 7.15065, 7.15065
0, 2700.00000, 2376.33, 0, 6.3704, 6.3704
1, 0.00000, 2376.33, 0, 6.3704, 6.3704
1, 900.00000, 2376.33, 0, 6.3704, 6.3704
1, 1800.00000, 2383.56, 0, 5.86893, 5.86893
1, 2700.00000, 2383.56, 0, 5.86889, 5.86889
2, 0.00000, 2383.56, 0, 5.86889, 5.86889
2, 900.00000, 2383.56, 0, 5.86889, 5.86889
2, 1800.00000, 2383.56, 0, 5.86889, 5.86889
2, 2700.00000, 2392.55, 0, 5.68884, 5.68884
3, 0.00000, 2392.55, 0, 5.6889, 5.6889
3, 900.00000, 2392.55, 0, 5.6889, 5.6889
3, 1800.00000, 2397.11, 0, 5.44107, 5.44107
3, 2700.00000, 2397.11, 0, 5.44112, 5.44112
4, 0.00000, 2397.11, 0, 5.44112, 5.44112
4, 900.00000, 2397.11, 0, 5.44112, 5.44112
4, 1800.00000, 2397.11, 0, 5.44112, 5.44112
4, 2700.00000, 2392.35, 0, 5.42371, 5.42371
5, 0.00000, 2392.35, 0, 5.42373, 5.42373
5, 900.00000, 2392.35, 0, 5.42373, 5.42373
5, 1800.00000, 2385.9, 0, 5.64664, 5.64664
5, 2700.00000, 2385.9, 0, 5.64664, 5.64664
6, 0.00000, 2385.9, 0, 5.64664, 5.64664
6, 900.00000, 2385.9, 0, 5.64664, 5.64664
6, 1800.00000, 2385.9, 0, 5.64664, 5.64664
6, 2700.00000, 2383.39, 0, 6.16396, 6.16396
7, 0.00000, 2383.4, 0, 6.16388, 6.16388
7, 900.00000, 2383.4, 0, 6.16388, 6.16388
7, 1800.00000, 2378.51, 0, 7.02933, 7.02933
7, 2700.00000, 2378.51, 0, 7.02922, 7.02922
8, 0.00000, 2378.51, 0, 7.02922, 7.02922
8, 900.00000, 2378.51, 0, 7.02922, 7.02922
8, 1800.00000, 2378.51, 0, 7.02922, 7.02922
8, 2700.00000, 2382.15, 0, 7.80983, 7.80983
9, 0.00000, 2382.15, 0, 7.80978, 7.80978
9, 900.00000, 2382.15, 0, 7.80978, 7.80978
9, 1800.00000, 2390.44, 0, 8.23174, 8.23174
9, 2700.00000, 2390.45, 0, 8.23169, 8.23169
10, 0.00000, 2390.45, 0, 8.23169, 8.23169
10, 900.00000, 2390.45, 0, 8.23169, 8.23169
10, 1800.00000, 2390.45, 0, 8.23169, 8.23169
10, 2700.00000, 2402.68, 0, 8.74818, 8.74818
11, 0.00000, 2402.68, 0, 8.74815, 8.74815
11, 900.00000, 2402.68, 0, 8.74815, 8.74815
11, 1800.00000, 2397.96, 0, 9.22232, 9.22232
11, 2700.00000, 2397.96, 0, 9.2223, 9.2223
12, 0.00000, 2397.96, 0, 9.2223, 9.2223
12, 900.00000, 2397.96, 0, 9.2223, 9.2223
12, 1800.00000, 2397.96, 0, 9.2223, 9.2223
12, 2700.00000, 2398.46, 0, 9.18308, 9.18308
13, 0.00000, 2398.47, 0, 9.18307, 9.18307
13, 900.00000, 2398.47, 0, 9.18307, 9.18307
13, 1800.00000, 2401.55, 0, 9.12476, 9.12476
13, 2700.00000, 2401.55, 0, 9.12472, 9.12472
14, 0.00000, 2401.55, 0, 9.12471, 9.12471
14, 900.00000, 2401.55, 0, 9.12471, 9.12471
14, 1800.00000, 2401.55, 0, 9.12471, 9.12471
14, 2700.00000, 2402.55, 0, 9.21211, 9.21211
15, 0.00000, 2402.55, 0, 9.21212, 9.21212
15, 900.00000, 2402.55, 0, 9.21212, 9.21212
15, 1800.00000, 2398.27, 0, 9.31435, 9.31435
15, 2700.00000, 2398.27, 0, 9.31435, 9.31435
16, 0.00000, 2398.27, 0, 9.31435, 9.31435
16, 900.00000, 2398.27, 0, 9.31435, 9.31435
16, 1800.00000, 2398.27, 0, 9.31435, 9.31435
16, 2700.00000, 2381.8, 0, 9.38826, 9.38826
17, 0.00000, 2381.8, 0, 9.38813, 9.38813
17, 900.00000, 2381.8, 0, 9.38813, 9.38813
17, 1800.00000, 2380.55, 0, 8.99852, 8.99852
17, 2700.00000, 2380.54, 0, 8.99858, 8.99858
18, 0.00000, 2380.54, 0, 8.99859, 8.99859
18, 900.00000, 2380.54, 0, 8.99859, 8.99859
18, 1800.00000, 2380.54, 0, 8.99859, 8.99859
18, 2700.00000, 2367.09, 0, 8.84192, 8.84192
19, 0.00000, 2367.1, 0, 8.84189, 8.84189
19, 900.00000, 2367.1, 0, 8.84189, 8.84189
19, 1800.00000, 2371.8, 0, 8.60753, 8.60753
19, 2700.00000, 2371.8, 0, 8.60751, 8.60751
20, 0.00000, 2371.8, 0, 8.60751, 8.60751
20, 900.00000, 2371.8, 0, 8.60751, 8.60751
20, 1800.00000, 2371.8, 0, 8.60751, 8.60751
20, 2700.00000, 2379.75, 0, 8.23112, 8.23112
21, 0.00000, 2379.75, 0, 8.2311, 8.2311
21, 900.00000, 2379.75, 0, 8.2311, 8.2311
21, 1800.00000, 2373.17, 0, 8.25382, 8.25382
21, 2700.00000, 2373.17, 0, 8.25393, 8.25393
22, 0.00000, 2373.17, 0, 8.25393, 8.25393
22, 900.00000, 2373.17, 0, 8.25393, 8.25393
22, 1800.00000, 2373.17, 0, 8.25393, 8.25393
22, 2700.00000, 2379.24, 0, 7.7818, 7.7818
23, 0.00000, 2379.24, 0, 7.78174, 7.78174
23, 900.00000, 2379.24, 0, 7.78174, 7.78174
23, 1800.00000, 2394.12, 0, 7.06082, 7.06082
