hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 2359.72, 2412.32, 2382.35, 0, 26.6028, 27.1963, 26.8583, 0.826967
0, 1800.00000, 2359.72, 2412.32, 2382.34, 0, 26.6031, 27.1962, 26.8582, 0.826621
0, 2700.00000, 2372.43, 2424.57, 2396.71, 0, 23.9515, 24.4778, 24.1971, 0.693789
1, 0.00000, 2372.43, 2424.57, 2396.7, 0, 23.9515, 24.4779, 24.1965, 0.694024
1, 900.00000, 2372.43, 2424.57, 2396.7, 0, 23.9515, 24.4779, 24.1965, 0.694024
1, 1800.00000, 2379.95, 2427.64, 2402.12, 0, 22.203, 22.6481, 22.41, 0.591584
1, 2700.00000, 2379.95, 2427.64, 2402.12, 0, 22.2032, 22.6481, 22.41, 0.591428
2, 0.00000, 2379.95, 2427.64, 2402.12, 0, 22.2032, 22.6481, 22.41, 0.591427
2, 900.00000, 2379.95, 2427.64, 2402.12, 0, 22.2032, 22.6481, 22.41, 0.591427
2, 1800.00000, 2379.95, 2427.64, 2402.12, 0, 22.2032, 22.6481, 22.41, 0.591427
2, 2700.00000, 2389.04, 2432.26, 2408.26, 0, 21.6861, 22.0781, 21.8604, 0.543545
3, 0.00000, 2389.04, 2432.26, 2408.26, 0, 21.6858, 22.0782, 21.8604, 0.544015
3, 900.00000, 2389.04, 2432.26, 2408.26, 0, 21.6858, 22.0782, 21.8604, 0.544015
3, 1800.00000, 2393.75, 2434.45, 2411.87, 0, 20.8221, 21.1759, 20.9795, 0.495093
3, 2700.00000, 2393.75, 2434.44, 2411.87, 0, 20.8219, 21.1759, 20.9796, 0.495191
4, 0.00000, 2393.75, 2434.44, 2411.87, 0, 20.8219, 21.1759, 20.9796, 0.495192
4, 900.00000, 2393.75, 2434.44, 2411.87, 0, 20.8219, 21.1759, 20.9796, 0.495192
4, 1800.00000, 2393.75, 2434.44, 2411.87, 0, 20.8219, 21.1759, 20.9796, 0.495192
4, 2700.00000, 2389, 2431.76, 2408.77, 0, 20.6731, 21.043, 20.8441, 0.500714
5, 0.00000, 2389, 2431.76, 2408.77, 0, 20.6731, 21.043, 20.8441, 0.50083
