hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2462.04, 0, 13.7321, 13.7321
0, 1800.00000, 2462.04, 0, 13.7322, 13.7322
0, 2700.00000, 2464.1, 0, 12.287, 12.287
1, 0.00000, 2464.1, 0, 12.287, 12.287
1, 900.00000, 2464.1, 0, 12.287, 12.287
1, 1800.00000, 2469.19, 0, 11.3307, 11.3307
1, 2700.00000, 2469.19, 0, 11.3307, 11.3307
2, 0.00000, 2469.19, 0, 11.3307, 11.3307
2, 900.00000, 2469.19, 0, 11.3307, 11.3307
2, 1800.00000, 2469.19, 0, 11.3307, 11.3307
2, 2700.00000, 2482.3, 0, 10.9664, 10.9664
3, 0.00000, 2482.3, 0, 10.9664, 10.9664
3, 900.00000, 2482.3, 0, 10.9664, 10.9664
3, 1800.00000, 2487, 0, 10.4889, 10.4889
3, 2700.00000, 2487, 0, 10.4889, 10.4889
4, 0.00000, 2487, 0, 10.4889, 10.4889
4, 900.00000, 2487, 0, 10.4889, 10.4889
4, 1800.00000, 2487, 0, 10.4889, 10.4889
4, 2700.00000, 2478.2, 0, 10.4717, 10.4717
5, 0.00000, 2478.2, 0, 10.4717, 10.4717
5, 900.00000, 2478.2, 0, 10.4717, 10.4717
5, 1800.00000, 2470.25, 0, 10.9076, 10.9076
5, 2700.00000, 2470.25, 0, 10.9076, 10.9076
6, 0.00000, 2470.25, 0, 10.9076, 10.9076
6, 900.00000, 2470.25, 0, 10.9076, 10.9076
6, 1800.00000, 2470.25, 0, 10.9076, 10.9076
6, 2700.00000, 2467.73, 0, 11.9065, 11.9065
7, 0.00000, 2467.73, 0, 11.9064, 11.9064
7, 900.00000, 2467.73, 0, 11.9064, 11.9064
7, 1800.00000, 2465.73, 0, 13.5608, 13.5608
7, 2700.00000, 2465.71, 0, 13.5613, 13.5613
8, 0.00000, 2465.71, 0, 13.5613, 13.5613
8, 900.00000, 2465.71, 0, 13.5613, 13.5613
8, 1800.00000, 2465.71, 0, 13.5613, 13.5613
8, 2700.00000, 2465.46, 0, 15.0916, 15.0916
9, 0.00000, 2465.47, 0, 15.0917, 15.0917
9, 900.00000, 2465.47, 0, 15.0917, 15.0917
9, 1800.00000, 2463.03, 0, 15.9789, 15.9789
9, 2700.00000, 2463.03, 0, 15.9782, 15.9782
10, 0.00000, 2463.03, 0, 15.9782, 15.9782
