hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2461.39, 0, 13.7364, 13.7364
0, 1800.00000, 2461.39, 0, 13.7359, 13.7359
0, 2700.00000, 2469.65, 0, 12.2593, 12.2593
1, 0.00000, 2469.64, 0, 12.2594, 12.2594
1, 900.00000, 2469.64, 0, 12.2594, 12.2594
1, 1800.00000, 2480.02, 0, 11.2814, 11.2814
1, 2700.00000, 2480.02, 0, 11.2812, 11.2812
2, 0.00000, 2480.02, 0, 11.2812, 11.2812
2, 900.00000, 2480.02, 0, 11.2812, 11.2812
2, 1800.00000, 2480.02, 0, 11.2812, 11.2812
2, 2700.00000, 2498.5, 0, 10.8952, 10.8952
3, 0.00000, 2498.5, 0, 10.8953, 10.8953
3, 900.00000, 2498.5, 0, 10.8953, 10.8953
3, 1800.00000, 2490.65, 0, 10.4734, 10.4734
3, 2700.00000, 2490.65, 0, 10.4736, 10.4736
4, 0.00000, 2490.65, 0, 10.4736, 10.4736
4, 900.00000, 2490.65, 0, 10.4736, 10.4736
4, 1800.00000, 2490.65, 0, 10.4736, 10.4736
4, 2700.00000, 2479.45, 0, 10.4664, 10.4664
5, 0.00000, 2479.45, 0, 10.4664, 10.4664
5, 900.00000, 2479.45, 0, 10.4664, 10.4664
5, 1800.00000, 2467.48, 0, 10.9199, 10.9199
5, 2700.00000, 2467.48, 0, 10.9199, 10.9199
6, 0.00000, 2467.48, 0, 10.9199, 10.9199
6, 900.00000, 2467.48, 0, 10.9199, 10.9199
6, 1800.00000, 2467.48, 0, 10.9199, 10.9199
6, 2700.00000, 2471.45, 0, 11.8889, 11.8889
7, 0.00000, 2471.46, 0, 11.8885, 11.8885
7, 900.00000, 2471.46, 0, 11.8885, 11.8885
7, 1800.00000, 2474.12, 0, 13.5157, 13.5157
7, 2700.00000, 2474.12, 0, 13.5152, 13.5152
8, 0.00000, 2474.12, 0, 13.5152, 13.5152
8, 900.00000, 2474.12, 0, 13.5152, 13.5152
8, 1800.00000, 2474.12, 0, 13.5152, 13.5152
8, 2700.00000, 2482.16, 0, 14.9904, 14.9904
9, 0.00000, 2482.16, 0, 14.9902, 14.9902
9, 900.00000, 2482.16, 0, 14.9902, 14.9902
9, 1800.00000, 2485.78, 0, 15.8322, 15.8322
9, 2700.00000, 2485.79, 0, 15.8319, 15.8319
10, 0.00000, 2485.8, 0, 15.8319, 15.8319
10, 900.00000, 2485.8, 0, 15.8319, 15.8319
10, 1800.00000, 2485.8, 0, 15.8319, 15.8319
10, 2700.00000, 2490.83, 0, 16.8773, 16.8773
11, 0.00000, 2490.85, 0, 16.877, 16.877
11, 900.00000, 2490.85, 0, 16.877, 16.877
11, 1800.00000, 2476.98, 0, 17.8563, 17.8563
11, 2700.00000, 2477, 0, 17.8561, 17.8561
12, 0.00000, 2477, 0, 17.8561, 17.8561
12, 900.00000, 2477, 0, 17.8561, 17.8561
12, 1800.00000, 2477, 0, 17.8561, 17.8561
12, 2700.00000, 2473.36, 0, 17.8102, 17.8102
13, 0.00000, 2473.37, 0, 17.81, 17.81
13, 900.00000, 2473.37, 0, 17.8099, 17.8099
13, 1800.00000, 2480.09, 0, 17.6717, 17.6717
13, 2700.00000, 2480.1, 0, 17.6714, 17.6714
14, 0.00000, 2480.1, 0, 17.6714, 17.6714
14, 900.00000, 2480.1, 0, 17.6714, 17.6714
14, 1800.00000, 2480.1, 0, 17.6714, 17.6714
14, 2700.00000, 2472.35, 0, 17.9037, 17.9037
15, 0.00000, 2472.34, 0, 17.9042, 17.9042
15, 900.00000, 2472.34, 0, 17.9042, 17.9042
15, 1800.00000, 2458.27, 0, 18.1742, 18.1742
15, 2700.00000, 2458.28, 0, 18.1739, 18.1739
16, 0.00000, 2458.28, 0, 18.1739, 18.1739
16, 900.00000, 2458.28, 0, 18.1739, 18.1739
16, 1800.00000, 2458.28, 0, 18.1739, 18.1739
16, 2700.00000, 2467.99, 0, 18.1211, 18.1211
17, 0.00000, 2467.99, 0, 18.1205, 18.1205
17, 900.00000, 2467.99, 0, 18.1205, 18.1205
17, 1800.00000, 2477.63, 0, 17.2917, 17.2917
17, 2700.00000, 2477.61, 0, 17.2921, 17.2921
18, 0.00000, 2477.61, 0, 17.2921, 17.2921
18, 900.00000, 2477.61, 0, 17.2921, 17.2921
18, 1800.00000, 2477.61, 0, 17.2921, 17.2921
18, 2700.00000, 2466.21, 0, 16.9733, 16.9733
19, 0.00000, 2466.22, 0, 16.9731, 16.9731
19, 900.00000, 2466.22, 0, 16.9731, 16.9731
19, 1800.00000, 2488.67, 0, 16.4068, 16.4068
19, 2700.00000, 2488.67, 0, 16.4066, 16.4066
20, 0.00000, 2488.67, 0, 16.4066, 16.4066
20, 900.00000, 2488.67, 0, 16.4066, 16.4066
20, 1800.00000, 2488.67, 0, 16.4066, 16.4066
20, 2700.00000, 2500.83, 0, 15.6648, 15.6648
21, 0.00000, 2500.82, 0, 15.6652, 15.6652
21, 900.00000, 2500.82, 0, 15.6652, 15.6652
21, 1800.00000, 2500.82, 0, 15.6652, 15.6652
21, 2700.00000, 2500.82, 0, 15.6652, 15.6652
22, 0.00000, 2500.82, 0, 15.6652, 15.6652
22, 900.00000, 2500.82, 0, 15.6652, 15.6652
22, 1800.00000, 2500.82, 0, 15.6652, 15.6652
22, 2700.00000, 2486.29, 0, 14.8931, 14.8931
23, 0.00000, 2486.28, 0, 14.8934, 14.8934
23, 900.00000, 2486.28, 0, 14.8934, 14.8934
23, 1800.00000, 2493.18, 0, 13.5609, 13.5609
23, 2700.00000, 2493.19, 0, 13.5607, 13.5607
24, 0.00000, 2493.19, 0, 13.5607, 13.5607
