hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2359.38, 0, 7.16497, 7.16497
0, 1800.00000, 2359.38, 0, 7.16487, 7.16487
0, 2700.00000, 2372.13, 0, 6.38167, 6.38167
1, 0.00000, 2372.13, 0, 6.38167, 6.38167
1, 900.00000, 2372.13, 0, 6.38167, 6.38167
1, 1800.00000, 2379.68, 0, 5.87849, 5.87849
1, 2700.00000, 2379.68, 0, 5.87845, 5.87845
2, 0.00000, 2379.68, 0, 5.87845, 5.87845
2, 900.00000, 2379.68, 0, 5.87845, 5.87845
2, 1800.00000, 2379.68, 0, 5.87845, 5.87845
2, 2700.00000, 2388.78, 0, 5.69782, 5.69782
3, 0.00000, 2388.78, 0, 5.69787, 5.69787
3, 900.00000, 2388.78, 0, 5.69787, 5.69787
3, 1800.00000, 2393.5, 0, 5.44928, 5.44928
3, 2700.00000, 2393.5, 0, 5.44933, 5.44933
4, 0.00000, 2393.5, 0, 5.44933, 5.44933
4, 900.00000, 2393.5, 0, 5.44933, 5.44933
4, 1800.00000, 2393.5, 0, 5.44933, 5.44933
4, 2700.00000, 2388.76, 0, 5.43187, 5.43187
5, 0.00000, 2388.76, 0, 5.43188, 5.43188
5, 900.00000, 2388.76, 0, 5.43188, 5.43188
5, 1800.00000, 2382.17, 0, 5.65549, 5.65549
5, 2700.00000, 2382.17, 0, 5.65549, 5.65549
6, 0.00000, 2382.17, 0, 5.65549, 5.65549
6, 900.00000, 2382.17, 0, 5.65549, 5.65549
6, 1800.00000, 2382.17, 0, 5.65549, 5.65549
6, 2700.00000, 2379.94, 0, 6.1729, 6.1729
7, 0.00000, 2379.95, 0, 6.17281, 6.17281
7, 900.00000, 2379.95, 0, 6.17281, 6.17281
7, 1800.00000, 2375.12, 0, 7.03937, 7.03937
7, 2700.00000, 2375.12, 0, 7.03926, 7.03926
8, 0.00000, 2375.12, 0, 7.03926, 7.03926
8, 900.00000, 2375.12, 0, 7.03926, 7.03926
8, 1800.00000, 2375.12, 0, 7.03926, 7.03926
8, 2700.00000, 2378.78, 0, 7.82089, 7.82089
9, 0.00000, 2378.78, 0, 7.82085, 7.82085
9, 900.00000, 2378.78, 0, 7.82085, 7.82085
9, 1800.00000, 2387.89, 0, 8.24054, 8.24054
9, 2700.00000, 2387.89, 0, 8.24049, 8.24049
10, 0.00000, 2387.89, 0, 8.24049, 8.24049
10, 900.00000, 2387.89, 0, 8.24049, 8.24049
10, 1800.00000, 2387.89, 0, 8.24049, 8.24049
10, 2700.00000, 2401.36, 0, 8.75299, 8.75299
11, 0.00000, 2401.36, 0, 8.75296, 8.75296
11, 900.00000, 2401.36, 0, 8.75296, 8.75296
11, 1800.00000, 2396.79, 0, 9.22681, 9.22681
11, 2700.00000, 2396.79, 0, 9.2268, 9.2268
12, 0.00000, 2396.79, 0, 9.22679, 9.22679
12, 900.00000, 2396.79, 0, 9.22679, 9.22679
12, 1800.00000, 2396.79, 0, 9.22679, 9.22679
12, 2700.00000, 2397.62, 0, 9.1863, 9.1863
13, 0.00000, 2397.62, 0, 9.1863, 9.1863
13, 900.00000, 2397.62, 0, 9.1863, 9.1863
13, 1800.00000, 2400.73, 0, 9.12787, 9.12787
13, 2700.00000, 2400.73, 0, 9.12783, 9.12783
14, 0.00000, 2400.73, 0, 9.12783, 9.12783
14, 900.00000, 2400.73, 0, 9.12783, 9.12783
14, 1800.00000, 2400.73, 0, 9.12783, 9.12783
14, 2700.00000, 2401.74, 0, 9.21523, 9.21523
15, 0.00000, 2401.74, 0, 9.21525, 9.21525
15, 900.00000, 2401.74, 0, 9.21524, 9.21524
15, 1800.00000, 2397.26, 0, 9.31829, 9.31829
15, 2700.00000, 2397.26, 0, 9.31829, 9.31829
16, 0.00000, 2397.26, 0, 9.31829, 9.31829
16, 900.00000, 2397.26, 0, 9.31829, 9.31829
16, 1800.00000, 2397.26, 0, 9.31829, 9.31829
16, 2700.00000, 2379.75, 0, 9.39635, 9.39635
17, 0.00000, 2379.75, 0, 9.39623, 9.39623
17, 900.00000, 2379.75, 0, 9.39623, 9.39623
17, 1800.00000, 2377.04, 0, 9.01182, 9.01182
17, 2700.00000, 2377.03, 0, 9.01188, 9.01188
18, 0.00000, 2377.03, 0, 9.01188, 9.01188
18, 900.00000, 2377.03, 0, 9.01188, 9.01188
18, 1800.00000, 2377.03, 0, 9.01188, 9.01188
18, 2700.00000, 2361.91, 0, 8.86135, 8.86135
19, 0.00000, 2361.91, 0, 8.86131, 8.86131
19, 900.00000, 2361.91, 0, 8.86131, 8.86131
19, 1800.00000, 2366.13, 0, 8.62816, 8.62816
19, 2700.00000, 2366.13, 0, 8.62814, 8.62814
20, 0.00000, 2366.13, 0, 8.62814, 8.62814
20, 900.00000, 2366.13, 0, 8.62814, 8.62814
20, 1800.00000, 2366.13, 0, 8.62814, 8.62814
20, 2700.00000, 2374.31, 0, 8.24997, 8.24997
21, 0.00000, 2374.31, 0, 8.24995, 8.24995
21, 900.00000, 2374.31, 0, 8.24995, 8.24995
21, 1800.00000, 2367.73, 0, 8.27278, 8.27278
21, 2700.00000, 2367.73, 0, 8.2729, 8.2729
22, 0.00000, 2367.73, 0, 8.2729, 8.2729
22, 900.00000, 2367.73, 0, 8.2729, 8.2729
22, 1800.00000, 2367.73, 0, 8.2729, 8.2729
22, 2700.00000, 2374.1, 0, 7.79865, 7.79865
23, 0.00000, 2374.1, 0, 7.79858, 7.79858
23, 900.00000, 2374.1, 0, 7.79858, 7.79858
23, 1800.00000, 2389.43, 0, 7.07466, 7.07466
23, 2700.00000, 2389.43, 0, 7.07476, 7.07476
24, 0.00000, 2389.43, 0, 7.07476, 7.07476
