hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2435.18, 0, 6.94184, 6.94184
0, 1800.00000, 2435.18, 0, 6.94186, 6.94186
0, 2700.00000, 2439.59, 0, 6.20523, 6.20523
1, 0.00000, 2439.59, 0, 6.20522, 6.20522
1, 900.00000, 2439.59, 0, 6.20522, 6.20522
1, 1800.00000, 2442.79, 0, 5.7266, 5.7266
1, 2700.00000, 2442.79, 0, 5.72659, 5.72659
2, 0.00000, 2442.79, 0, 5.72659, 5.72659
2, 900.00000, 2442.79, 0, 5.72659, 5.72659
2, 1800.00000, 2442.79, 0, 5.72659, 5.72659
2, 2700.00000, 2451.36, 0, 5.55242, 5.55242
3, 0.00000, 2451.36, 0, 5.55241, 5.55241
3, 900.00000, 2451.36, 0, 5.55241, 5.55241
3, 1800.00000, 2454.36, 0, 5.31422, 5.31422
3, 2700.00000, 2454.36, 0, 5.31422, 5.31422
4, 0.00000, 2454.36, 0, 5.31422, 5.31422
4, 900.00000, 2454.36, 0, 5.31422, 5.31422
4, 1800.00000, 2454.36, 0, 5.31422, 5.31422
4, 2700.00000, 2448.57, 0, 5.29921, 5.29921
5, 0.00000, 2448.57, 0, 5.2992, 5.2992
5, 900.00000, 2448.57, 0, 5.2992, 5.2992
5, 1800.00000, 2443.4, 0, 5.51375, 5.51375
5, 2700.00000, 2443.4, 0, 5.51376, 5.51376
6, 0.00000, 2443.4, 0, 5.51376, 5.51376
6, 900.00000, 2443.4, 0, 5.51376, 5.51376
6, 1800.00000, 2443.4, 0, 5.51376, 5.51376
6, 2700.00000, 2431.58, 0, 6.04177, 6.04177
7, 0.00000, 2431.58, 0, 6.04174, 6.04174
7, 900.00000, 2431.58, 0, 6.04175, 6.04175
7, 1800.00000, 2420.28, 0, 6.90776, 6.90776
7, 2700.00000, 2420.27, 0, 6.90793, 6.90793
8, 0.00000, 2420.27, 0, 6.90794, 6.90794
8, 900.00000, 2420.27, 0, 6.90794, 6.90794
8, 1800.00000, 2420.27, 0, 6.90794, 6.90794
8, 2700.00000, 2420.19, 0, 7.68702, 7.68702
9, 0.00000, 2420.19, 0, 7.68705, 7.68705
9, 900.00000, 2420.19, 0, 7.68705, 7.68705
9, 1800.00000, 2408.33, 0, 8.17081, 8.17081
9, 2700.00000, 2408.33, 0, 8.17056, 8.17056
10, 0.00000, 2408.33, 0, 8.17056, 8.17056
10, 900.00000, 2408.33, 0, 8.17056, 8.17056
10, 1800.00000, 2408.33, 0, 8.17056, 8.17056
