hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2400.65, 0, 7.04174, 7.04174
0, 1800.00000, 2400.65, 0, 7.0417, 7.0417
0, 2700.00000, 2404.68, 0, 6.2954, 6.2954
1, 0.00000, 2404.68, 0, 6.29529, 6.29529
1, 900.00000, 2404.68, 0, 6.29529, 6.29529
1, 1800.00000, 2409.91, 0, 5.80472, 5.80472
1, 2700.00000, 2409.91, 0, 5.80472, 5.80472
2, 0.00000, 2409.91, 0, 5.80472, 5.80472
2, 900.00000, 2409.91, 0, 5.80472, 5.80472
2, 1800.00000, 2409.91, 0, 5.80472, 5.80472
2, 2700.00000, 2410.19, 0, 5.6473, 5.6473
3, 0.00000, 2410.2, 0, 5.64723, 5.64723
3, 900.00000, 2410.2, 0, 5.64723, 5.64723
3, 1800.00000, 2412.21, 0, 5.4071, 5.4071
3, 2700.00000, 2412.21, 0, 5.40707, 5.40707
4, 0.00000, 2412.21, 0, 5.40707, 5.40707
4, 900.00000, 2412.21, 0, 5.40707, 5.40707
4, 1800.00000, 2412.21, 0, 5.40707, 5.40707
4, 2700.00000, 2411.94, 0, 5.37964, 5.37964
5, 0.00000, 2411.94, 0, 5.37967, 5.37967
5, 900.00000, 2411.94, 0, 5.37967, 5.37967
5, 1800.00000, 2410.84, 0, 5.58806, 5.58806
5, 2700.00000, 2410.83, 0, 5.58824, 5.58824
6, 0.00000, 2410.83, 0, 5.58825, 5.58825
6, 900.00000, 2410.83, 0, 5.58825, 5.58825
6, 1800.00000, 2410.83, 0, 5.58825, 5.58825
6, 2700.00000, 2407.04, 0, 6.10327, 6.10327
7, 0.00000, 2407.04, 0, 6.10334, 6.10334
7, 900.00000, 2407.04, 0, 6.10334, 6.10334
7, 1800.00000, 2401.27, 0, 6.96259, 6.96259
7, 2700.00000, 2401.27, 0, 6.96259, 6.96259
8, 0.00000, 2401.27, 0, 6.96259, 6.96259
8, 900.00000, 2401.27, 0, 6.96259, 6.96259
8, 1800.00000, 2401.27, 0, 6.96259, 6.96259
8, 2700.00000, 2395.59, 0, 7.76583, 7.76583
9, 0.00000, 2395.59, 0, 7.76598, 7.76598
9, 900.00000, 2395.59, 0, 7.76599, 7.76599
9, 1800.00000, 2392.75, 0, 8.22399, 8.22399
9, 2700.00000, 2392.75, 0, 8.22376, 8.22376
10, 0.00000, 2392.75, 0, 8.22376, 8.22376
10, 900.00000, 2392.75, 0, 8.22376, 8.22376
10, 1800.00000, 2392.75, 0, 8.22376, 8.22376
10, 2700.00000, 2404.06, 0, 8.7429, 8.7429
11, 0.00000, 2404.05, 0, 8.74316, 8.74316
11, 900.00000, 2404.05, 0, 8.74317, 8.74317
11, 1800.00000, 2400.8, 0, 9.21134, 9.21134
11, 2700.00000, 2400.8, 0, 9.21138, 9.21138
12, 0.00000, 2400.8, 0, 9.21138, 9.21138
12, 900.00000, 2400.8, 0, 9.21138, 9.21138
12, 1800.00000, 2400.8, 0, 9.21138, 9.21138
12, 2700.00000, 2401.22, 0, 9.17264, 9.17264
13, 0.00000, 2401.22, 0, 9.17254, 9.17254
13, 900.00000, 2401.22, 0, 9.17254, 9.17254
13, 1800.00000, 2401.18, 0, 9.12608, 9.12608
13, 2700.00000, 2401.17, 0, 9.12615, 9.12615
14, 0.00000, 2401.17, 0, 9.12615, 9.12615
14, 900.00000, 2401.17, 0, 9.12615, 9.12615
14, 1800.00000, 2401.17, 0, 9.12615, 9.12615
14, 2700.00000, 2401.01, 0, 9.21806, 9.21806
15, 0.00000, 2401.01, 0, 9.21802, 9.21802
15, 900.00000, 2401.01, 0, 9.21802, 9.21802
15, 1800.00000, 2400.09, 0, 9.30707, 9.30707
15, 2700.00000, 2400.09, 0, 9.3073, 9.3073
16, 0.00000, 2400.08, 0, 9.3073, 9.3073
16, 900.00000, 2400.08, 0, 9.3073, 9.3073
16, 1800.00000, 2400.08, 0, 9.3073, 9.3073
16, 2700.00000, 2399.93, 0, 9.31717, 9.31717
17, 0.00000, 2399.93, 0, 9.31721, 9.31721
17, 900.00000, 2399.93, 0, 9.31721, 9.31721
17, 1800.00000, 2402.97, 0, 8.91466, 8.91466
17, 2700.00000, 2402.97, 0, 8.91462, 8.91462
18, 0.00000, 2402.97, 0, 8.91462, 8.91462
18, 900.00000, 2402.97, 0, 8.91462, 8.91462
18, 1800.00000, 2402.97, 0, 8.91462, 8.91462
18, 2700.00000, 2404.26, 0, 8.70541, 8.70541
19, 0.00000, 2404.26, 0, 8.7052, 8.7052
19, 900.00000, 2404.26, 0, 8.7052, 8.7052
19, 1800.00000, 2405.71, 0, 8.4864, 8.4864
19, 2700.00000, 2405.72, 0, 8.48616, 8.48616
20, 0.00000, 2405.72, 0, 8.48615, 8.48615
20, 900.00000, 2405.72, 0, 8.48615, 8.48615
20, 1800.00000, 2405.72, 0, 8.48615, 8.48615
20, 2700.00000, 2408.06, 0, 8.13436, 8.13436
21, 0.00000, 2408.06, 0, 8.13433, 8.13433
21, 900.00000, 2408.06, 0, 8.13433, 8.13433
21, 1800.00000, 2408.06, 0, 8.13433, 8.13433
21, 2700.00000, 2408.06, 0, 8.13433, 8.13433
22, 0.00000, 2408.06, 0, 8.13433, 8.13433
22, 900.00000, 2408.06, 0, 8.13433, 8.13433
22, 1800.00000, 2408.06, 0, 8.13433, 8.13433
22, 2700.00000, 2411.23, 0, 7.6785, 7.6785
23, 0.00000, 2411.23, 0, 7.67851, 7.67851
23, 900.00000, 2411.23, 0, 7.67851, 7.67851
23, 1800.00000, 2415.98, 0, 6.99686, 6.99686
