hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2475.84, 0, 13.6556, 13.6556
0, 1800.00000, 2475.84, 0, 13.6557, 13.6557
0, 2700.00000, 2478.18, 0, 12.2172, 12.2172
1, 0.00000, 2478.18, 0, 12.2172, 12.2172
1, 900.00000, 2478.18, 0, 12.2172, 12.2172
1, 1800.00000, 2483.48, 0, 11.2655, 11.2655
1, 2700.00000, 2483.48, 0, 11.2655, 11.2655
2, 0.00000, 2483.48, 0, 11.2655, 11.2655
2, 900.00000, 2483.48, 0, 11.2655, 11.2655
2, 1800.00000, 2483.48, 0, 11.2655, 11.2655
2, 2700.00000, 2496.73, 0, 10.903, 10.903
3, 0.00000, 2496.73, 0, 10.903, 10.903
3, 900.00000, 2496.73, 0, 10.903, 10.903
3, 1800.00000, 2501.56, 0, 10.4279, 10.4279
3, 2700.00000, 2501.56, 0, 10.4279, 10.4279
4, 0.00000, 2501.56, 0, 10.4279, 10.4279
4, 900.00000, 2501.56, 0, 10.4279, 10.4279
4, 1800.00000, 2501.56, 0, 10.4279, 10.4279
4, 2700.00000, 2492.72, 0, 10.4107, 10.4107
5, 0.00000, 2492.72, 0, 10.4107, 10.4107
5, 900.00000, 2492.72, 0, 10.4107, 10.4107
5, 1800.00000, 2484.64, 0, 10.8445, 10.8445
5, 2700.00000, 2484.64, 0, 10.8445, 10.8445
6, 0.00000, 2484.64, 0, 10.8445, 10.8445
6, 900.00000, 2484.64, 0, 10.8445, 10.8445
6, 1800.00000, 2484.64, 0, 10.8445, 10.8445
6, 2700.00000, 2481.91, 0, 11.8385, 11.8385
7, 0.00000, 2481.91, 0, 11.8384, 11.8384
7, 900.00000, 2481.91, 0, 11.8384, 11.8384
7, 1800.00000, 2479.55, 0, 13.4852, 13.4852
7, 2700.00000, 2479.54, 0, 13.4856, 13.4856
8, 0.00000, 2479.54, 0, 13.4856, 13.4856
8, 900.00000, 2479.54, 0, 13.4856, 13.4856
8, 1800.00000, 2479.54, 0, 13.4856, 13.4856
8, 2700.00000, 2478.91, 0, 15.0098, 15.0098
9, 0.00000, 2478.91, 0, 15.0099, 15.0099
9, 900.00000, 2478.91, 0, 15.0099, 15.0099
9, 1800.00000, 2476.19, 0, 15.894, 15.894
9, 2700.00000, 2476.19, 0, 15.8933, 15.8933
10, 0.00000, 2476.19, 0, 15.8933, 15.8933
10, 900.00000, 2476.19, 0, 15.8933, 15.8933
10, 1800.00000, 2476.19, 0, 15.8933, 15.8933
10, 2700.00000, 2479.49, 0, 16.9552, 16.9552
11, 0.00000, 2479.5, 0, 16.9543, 16.9543
11, 900.00000, 2479.5, 0, 16.9543, 16.9543
11, 1800.00000, 2473.93, 0, 17.8793, 17.8793
11, 2700.00000, 2473.94, 0, 17.8781, 17.8781
12, 0.00000, 2473.94, 0, 17.8781, 17.8781
12, 900.00000, 2473.94, 0, 17.8781, 17.8781
12, 1800.00000, 2473.94, 0, 17.8781, 17.8781
12, 2700.00000, 2477.79, 0, 17.7793, 17.7793
13, 0.00000, 2477.81, 0, 17.7781, 17.7781
13, 900.00000, 2477.81, 0, 17.778, 17.778
13, 1800.00000, 2484.54, 0, 17.6403, 17.6403
13, 2700.00000, 2484.55, 0, 17.6398, 17.6398
14, 0.00000, 2484.55, 0, 17.6398, 17.6398
14, 900.00000, 2484.55, 0, 17.6398, 17.6398
14, 1800.00000, 2484.55, 0, 17.6398, 17.6398
14, 2700.00000, 2475.31, 0, 17.882, 17.882
15, 0.00000, 2475.29, 0, 17.8828, 17.8828
15, 900.00000, 2475.29, 0, 17.8828, 17.8828
15, 1800.00000, 2481.22, 0, 18.0071, 18.0071
15, 2700.00000, 2481.24, 0, 18.0058, 18.0058
16, 0.00000, 2481.24, 0, 18.0057, 18.0057
16, 900.00000, 2481.24, 0, 18.0057, 18.0057
16, 1800.00000, 2481.24, 0, 18.0057, 18.0057
16, 2700.00000, 2504.41, 0, 17.8571, 17.8571
17, 0.00000, 2504.41, 0, 17.8571, 17.8571
17, 900.00000, 2504.41, 0, 17.8571, 17.8571
17, 1800.00000, 2506.53, 0, 17.0916, 17.0916
17, 2700.00000, 2506.53, 0, 17.0926, 17.0926
18, 0.00000, 2506.53, 0, 17.0926, 17.0926
18, 900.00000, 2506.53, 0, 17.0926, 17.0926
18, 1800.00000, 2506.53, 0, 17.0926, 17.0926
18, 2700.00000, 2504.72, 0, 16.7113, 16.7113
19, 0.00000, 2504.71, 0, 16.7122, 16.7122
19, 900.00000, 2504.71, 0, 16.7122, 16.7122
19, 1800.00000, 2500.6, 0, 16.3278, 16.3278
19, 2700.00000, 2500.59, 0, 16.3284, 16.3284
20, 0.00000, 2500.59, 0, 16.3284, 16.3284
20, 900.00000, 2500.59, 0, 16.3284, 16.3284
20, 1800.00000, 2500.59, 0, 16.3284, 16.3284
20, 2700.00000, 2502.57, 0, 15.654, 15.654
21, 0.00000, 2502.57, 0, 15.6543, 15.6543
21, 900.00000, 2502.57, 0, 15.6543, 15.6543
21, 1800.00000, 2502.57, 0, 15.6543, 15.6543
21, 2700.00000, 2502.57, 0, 15.6543, 15.6543
22, 0.00000, 2502.57, 0, 15.6543, 15.6543
22, 900.00000, 2502.57, 0, 15.6543, 15.6543
22, 1800.00000, 2502.57, 0, 15.6543, 15.6543
22, 2700.00000, 2489.5, 0, 14.8741, 14.8741
23, 0.00000, 2489.5, 0, 14.8742, 14.8742
23, 900.00000, 2489.5, 0, 14.8742, 14.8742
23, 1800.00000, 2491.19, 0, 13.5715, 13.5715
23, 2700.00000, 2491.19, 0, 13.5716, 13.5716
24, 0.00000, 2491.19, 0, 13.5716, 13.5716
