hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2444.51, 0, 6.91518, 6.91518
0, 1800.00000, 2444.5, 0, 6.91539, 6.91539
0, 2700.00000, 2443.36, 0, 6.19558, 6.19558
1, 0.00000, 2443.36, 0, 6.19564, 6.19564
1, 900.00000, 2443.36, 0, 6.19564, 6.19564
1, 1800.00000, 2445.88, 0, 5.71936, 5.71936
1, 2700.00000, 2445.88, 0, 5.71935, 5.71935
2, 0.00000, 2445.88, 0, 5.71935, 5.71935
2, 900.00000, 2445.88, 0, 5.71935, 5.71935
2, 1800.00000, 2445.88, 0, 5.71935, 5.71935
2, 2700.00000, 2444.89, 0, 5.56699, 5.56699
3, 0.00000, 2444.89, 0, 5.5671, 5.5671
3, 900.00000, 2444.89, 0, 5.56709, 5.56709
3, 1800.00000, 2445.41, 0, 5.33363, 5.33363
3, 2700.00000, 2445.41, 0, 5.33366, 5.33366
4, 0.00000, 2445.41, 0, 5.33366, 5.33366
4, 900.00000, 2445.41, 0, 5.33366, 5.33366
4, 1800.00000, 2445.41, 0, 5.33366, 5.33366
4, 2700.00000, 2444.82, 0, 5.30729, 5.30729
5, 0.00000, 2444.82, 0, 5.30732, 5.30732
5, 900.00000, 2444.82, 0, 5.30732, 5.30732
5, 1800.00000, 2445.19, 0, 5.50982, 5.50982
5, 2700.00000, 2445.2, 0, 5.5097, 5.5097
6, 0.00000, 2445.2, 0, 5.5097, 5.5097
6, 900.00000, 2445.2, 0, 5.5097, 5.5097
6, 1800.00000, 2445.2, 0, 5.5097, 5.5097
6, 2700.00000, 2444.73, 0, 6.00928, 6.00928
7, 0.00000, 2444.73, 0, 6.00923, 6.00923
7, 900.00000, 2444.73, 0, 6.00923, 6.00923
7, 1800.00000, 2444.63, 0, 6.8391, 6.8391
7, 2700.00000, 2444.62, 0, 6.83912, 6.83912
8, 0.00000, 2444.62, 0, 6.83912, 6.83912
8, 900.00000, 2444.62, 0, 6.83912, 6.83912
8, 1800.00000, 2444.62, 0, 6.83912, 6.83912
8, 2700.00000, 2444.04, 0, 7.61211, 7.61211
9, 0.00000, 2444.04, 0, 7.61203, 7.61203
9, 900.00000, 2444.04, 0, 7.61203, 7.61203
9, 1800.00000, 2444.18, 0, 8.05072, 8.05072
9, 2700.00000, 2444.18, 0, 8.05071, 8.05071
10, 0.00000, 2444.18, 0, 8.05071, 8.05071
10, 900.00000, 2444.18, 0, 8.05071, 8.05071
10, 1800.00000, 2444.18, 0, 8.05071, 8.05071
10, 2700.00000, 2458.98, 0, 8.54786, 8.54786
11, 0.00000, 2458.98, 0, 8.54787, 8.54787
11, 900.00000, 2458.98, 0, 8.54787, 8.54787
11, 1800.00000, 2458.64, 0, 8.99475, 8.99475
11, 2700.00000, 2458.64, 0, 8.99471, 8.99471
12, 0.00000, 2458.64, 0, 8.9947, 8.9947
12, 900.00000, 2458.64, 0, 8.9947, 8.9947
12, 1800.00000, 2458.64, 0, 8.9947, 8.9947
12, 2700.00000, 2458.85, 0, 8.95755, 8.95755
13, 0.00000, 2458.85, 0, 8.95755, 8.95755
13, 900.00000, 2458.85, 0, 8.95755, 8.95755
13, 1800.00000, 2458.42, 0, 8.91353, 8.91353
13, 2700.00000, 2458.42, 0, 8.91365, 8.91365
14, 0.00000, 2458.42, 0, 8.91365, 8.91365
14, 900.00000, 2458.42, 0, 8.91365, 8.91365
14, 1800.00000, 2458.42, 0, 8.91365, 8.91365
14, 2700.00000, 2458.96, 0, 9.00098, 9.00098
15, 0.00000, 2458.96, 0, 9.00081, 9.00081
15, 900.00000, 2458.96, 0, 9.00081, 9.00081
15, 1800.00000, 2458.49, 0, 9.08618, 9.08618
15, 2700.00000, 2458.5, 0, 9.08617, 9.08617
16, 0.00000, 2458.5, 0, 9.08617, 9.08617
16, 900.00000, 2458.5, 0, 9.08617, 9.08617
16, 1800.00000, 2458.5, 0, 9.08617, 9.08617
16, 2700.00000, 2458.39, 0, 9.09566, 9.09566
17, 0.00000, 2458.39, 0, 9.09567, 9.09567
17, 900.00000, 2458.39, 0, 9.09567, 9.09567
17, 1800.00000, 2459, 0, 8.71144, 8.71144
17, 2700.00000, 2459, 0, 8.71148, 8.71148
18, 0.00000, 2459, 0, 8.71148, 8.71148
18, 900.00000, 2459, 0, 8.71148, 8.71148
18, 1800.00000, 2459, 0, 8.71148, 8.71148
18, 2700.00000, 2458.96, 0, 8.51136, 8.51136
19, 0.00000, 2458.96, 0, 8.51157, 8.51157
19, 900.00000, 2458.96, 0, 8.51157, 8.51157
19, 1800.00000, 2459.03, 0, 8.30199, 8.30199
19, 2700.00000, 2459.03, 0, 8.30219, 8.30219
20, 0.00000, 2459.03, 0, 8.30219, 8.30219
20, 900.00000, 2459.03, 0, 8.30219, 8.30219
20, 1800.00000, 2459.03, 0, 8.30219, 8.30219
20, 2700.00000, 2459.12, 0, 7.96539, 7.96539
21, 0.00000, 2459.12, 0, 7.96543, 7.96543
21, 900.00000, 2459.12, 0, 7.96543, 7.96543
21, 1800.00000, 2459.12, 0, 7.96543, 7.96543
21, 2700.00000, 2459.12, 0, 7.96543, 7.96543
22, 0.00000, 2459.12, 0, 7.96543, 7.96543
22, 900.00000, 2459.12, 0, 7.96543, 7.96543
22, 1800.00000, 2459.12, 0, 7.96543, 7.96543
22, 2700.00000, 2459.38, 0, 7.52818, 7.52818
23, 0.00000, 2459.39, 0, 7.52816, 7.52816
23, 900.00000, 2459.39, 0, 7.52816, 7.52816
23, 1800.00000, 2459.77, 0, 6.87247, 6.87247
23, 2700.00000, 2459.76, 0, 6.87248, 6.87248
24, 0.00000, 2459.76, 0, 6.87248, 6.87248
24, 900.00000, 2459.76, 0, 6.87248, 6.87248
24, 1800.00000, 2459.76, 0, 6.87248, 6.87248
24, 2700.00000, 2458.63, 0, 6.15716, 6.15716
25, 0.00000, 2458.63, 0, 6.15716, 6.15716
25, 900.00000, 2458.63, 0, 6.15716, 6.15716
25, 1800.00000, 2461.08, 0, 5.68415, 5.68415
25, 2700.00000, 2461.09, 0, 5.68401, 5.68401
26, 0.00000, 2461.09, 0, 5.68401, 5.68401
26, 900.00000, 2461.09, 0, 5.68401, 5.68401
26, 1800.00000, 2461.09, 0, 5.68401, 5.68401
26, 2700.00000, 2460.11, 0, 5.53256, 5.53256
27, 0.00000, 2460.11, 0, 5.53266, 5.53266
27, 900.00000, 2460.11, 0, 5.53266, 5.53266
27, 1800.00000, 2460.64, 0, 5.30063, 5.30063
27, 2700.00000, 2460.64, 0, 5.30066, 5.30066
28, 0.00000, 2460.64, 0, 5.30066, 5.30066
28, 900.00000, 2460.64, 0, 5.30066, 5.30066
28, 1800.00000, 2460.64, 0, 5.30066, 5.30066
28, 2700.00000, 2460.05, 0, 5.27443, 5.27443
29, 0.00000, 2460.05, 0, 5.27446, 5.27446
29, 900.00000, 2460.05, 0, 5.27446, 5.27446
29, 1800.00000, 2460.41, 0, 5.47574, 5.47574
29, 2700.00000, 2460.42, 0, 5.47562, 5.47562
30, 0.00000, 2460.42, 0, 5.47562, 5.47562
30, 900.00000, 2460.42, 0, 5.47562, 5.47562
30, 1800.00000, 2460.42, 0, 5.47562, 5.47562
30, 2700.00000, 2459.93, 0, 5.97215, 5.97215
31, 0.00000, 2459.93, 0, 5.9721, 5.9721
31, 900.00000, 2459.93, 0, 5.9721, 5.9721
31, 1800.00000, 2459.79, 0, 6.79694, 6.79694
31, 2700.00000, 2459.79, 0, 6.79696, 6.79696
32, 0.00000, 2459.79, 0, 6.79696, 6.79696
32, 900.00000, 2459.79, 0, 6.79696, 6.79696
32, 1800.00000, 2459.79, 0, 6.79696, 6.79696
32, 2700.00000, 2459.17, 0, 7.56526, 7.56526
33, 0.00000, 2459.17, 0, 7.56518, 7.56518
33, 900.00000, 2459.17, 0, 7.56518, 7.56518
33, 1800.00000, 2459.3, 0, 8.00124, 8.00124
33, 2700.00000, 2459.3, 0, 8.00123, 8.00123
34, 0.00000, 2459.3, 0, 8.00123, 8.00123
34, 900.00000, 2459.3, 0, 8.00123, 8.00123
34, 1800.00000, 2459.3, 0, 8.00123, 8.00123
34, 2700.00000, 2458.96, 0, 8.5478, 8.5478
35, 0.00000, 2458.96, 0, 8.54795, 8.54795
35, 900.00000, 2458.96, 0, 8.54796, 8.54796
35, 1800.00000, 2458.61, 0, 8.99485, 8.99485
35, 2700.00000, 2458.61, 0, 8.9948, 8.9948
36, 0.00000, 2458.61, 0, 8.9948, 8.9948
36, 900.00000, 2458.61, 0, 8.9948, 8.9948
36, 1800.00000, 2458.61, 0, 8.9948, 8.9948
36, 2700.00000, 2458.83, 0, 8.95764, 8.95764
37, 0.00000, 2458.83, 0, 8.95764, 8.95764
37, 900.00000, 2458.83, 0, 8.95764, 8.95764
37, 1800.00000, 2458.39, 0, 8.91362, 8.91362
37, 2700.00000, 2458.39, 0, 8.91374, 8.91374
38, 0.00000, 2458.39, 0, 8.91374, 8.91374
38, 900.00000, 2458.39, 0, 8.91374, 8.91374
38, 1800.00000, 2458.39, 0, 8.91374, 8.91374
38, 2700.00000, 2458.93, 0, 9.00107, 9.00107
39, 0.00000, 2458.93, 0, 9.0009, 9.0009
39, 900.00000, 2458.93, 0, 9.0009, 9.0009
39, 1800.00000, 2458.47, 0, 9.08627, 9.08627
39, 2700.00000, 2458.47, 0, 9.08627, 9.08627
40, 0.00000, 2458.47, 0, 9.08627, 9.08627
40, 900.00000, 2458.47, 0, 9.08627, 9.08627
40, 1800.00000, 2458.47, 0, 9.08627, 9.08627
40, 2700.00000, 2458.36, 0, 9.09575, 9.09575
41, 0.00000, 2458.36, 0, 9.09577, 9.09577
41, 900.00000, 2458.36, 0, 9.09577, 9.09577
41, 1800.00000, 2458.98, 0, 8.71153, 8.71153
41, 2700.00000, 2458.97, 0, 8.71157, 8.71157
42, 0.00000, 2458.97, 0, 8.71157, 8.71157
42, 900.00000, 2458.97, 0, 8.71157, 8.71157
42, 1800.00000, 2458.97, 0, 8.71157, 8.71157
42, 2700.00000, 2458.94, 0, 8.51144, 8.51144
43, 0.00000, 2458.93, 0, 8.51166, 8.51166
43, 900.00000, 2458.93, 0, 8.51166, 8.51166
43, 1800.00000, 2459.01, 0, 8.30207, 8.30207
43, 2700.00000, 2459, 0, 8.30227, 8.30227
44, 0.00000, 2459, 0, 8.30227, 8.30227
44, 900.00000, 2459, 0, 8.30227, 8.30227
44, 1800.00000, 2459, 0, 8.30227, 8.30227
44, 2700.00000, 2459.1, 0, 7.96546, 7.96546
45, 0.00000, 2459.1, 0, 7.9655, 7.9655
45, 900.00000, 2459.1, 0, 7.9655, 7.9655
45, 1800.00000, 2459.1, 0, 7.9655, 7.9655
45, 2700.00000, 2459.1, 0, 7.9655, 7.9655
46, 0.00000, 2459.1, 0, 7.9655, 7.9655
46, 900.00000, 2459.1, 0, 7.9655, 7.9655
46, 1800.00000, 2459.1, 0, 7.9655, 7.9655
46, 2700.00000, 2459.36, 0, 7.52825, 7.52825
47, 0.00000, 2459.36, 0, 7.52823, 7.52823
47, 900.00000, 2459.36, 0, 7.52822, 7.52822
47, 1800.00000, 2459.75, 0, 6.87253, 6.87253
47, 2700.00000, 2459.74, 0, 6.87253, 6.87253
48, 0.00000, 2459.74, 0, 6.87253, 6.87253
