hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2372.32, 0, 14.2518, 14.2518
0, 1800.00000, 2372.32, 0, 14.2516, 14.2516
0, 2700.00000, 2383.72, 0, 12.7013, 12.7013
1, 0.00000, 2383.72, 0, 12.7013, 12.7013
1, 900.00000, 2383.72, 0, 12.7013, 12.7013
1, 1800.00000, 2390.38, 0, 11.7043, 11.7043
1, 2700.00000, 2390.39, 0, 11.7043, 11.7043
2, 0.00000, 2390.39, 0, 11.7043, 11.7043
2, 900.00000, 2390.39, 0, 11.7043, 11.7043
2, 1800.00000, 2390.39, 0, 11.7043, 11.7043
2, 2700.00000, 2399.19, 0, 11.3462, 11.3462
3, 0.00000, 2399.19, 0, 11.3463, 11.3463
3, 900.00000, 2399.19, 0, 11.3463, 11.3463
3, 1800.00000, 2403.48, 0, 10.8533, 10.8533
3, 2700.00000, 2403.48, 0, 10.8534, 10.8534
4, 0.00000, 2403.48, 0, 10.8534, 10.8534
4, 900.00000, 2403.48, 0, 10.8534, 10.8534
4, 1800.00000, 2403.48, 0, 10.8534, 10.8534
4, 2700.00000, 2398.68, 0, 10.8188, 10.8188
5, 0.00000, 2398.68, 0, 10.8188, 10.8188
5, 900.00000, 2398.68, 0, 10.8188, 10.8188
5, 1800.00000, 2392.47, 0, 11.2622, 11.2622
5, 2700.00000, 2392.47, 0, 11.2622, 11.2622
6, 0.00000, 2392.47, 0, 11.2622, 11.2622
6, 900.00000, 2392.47, 0, 11.2622, 11.2622
6, 1800.00000, 2392.47, 0, 11.2622, 11.2622
6, 2700.00000, 2389.6, 0, 12.2959, 12.2959
7, 0.00000, 2389.61, 0, 12.2957, 12.2957
7, 900.00000, 2389.61, 0, 12.2957, 12.2957
7, 1800.00000, 2384.75, 0, 14.0219, 14.0219
7, 2700.00000, 2384.75, 0, 14.0217, 14.0217
8, 0.00000, 2384.75, 0, 14.0217, 14.0217
8, 900.00000, 2384.75, 0, 14.0217, 14.0217
8, 1800.00000, 2384.75, 0, 14.0217, 14.0217
8, 2700.00000, 2388.47, 0, 15.5783, 15.5783
9, 0.00000, 2388.47, 0, 15.5783, 15.5783
9, 900.00000, 2388.47, 0, 15.5783, 15.5783
9, 1800.00000, 2395.57, 0, 16.4283, 16.4283
9, 2700.00000, 2395.57, 0, 16.4282, 16.4282
10, 0.00000, 2395.57, 0, 16.4281, 16.4281
10, 900.00000, 2395.57, 0, 16.4281, 16.4281
10, 1800.00000, 2395.57, 0, 16.4281, 16.4281
10, 2700.00000, 2406.01, 0, 17.4722, 17.4722
11, 0.00000, 2406.01, 0, 17.4721, 17.4721
11, 900.00000, 2406.01, 0, 17.4721, 17.4721
11, 1800.00000, 2401.11, 0, 18.4204, 18.4204
11, 2700.00000, 2401.12, 0, 18.4204, 18.4204
12, 0.00000, 2401.12, 0, 18.4204, 18.4204
12, 900.00000, 2401.12, 0, 18.4204, 18.4204
12, 1800.00000, 2401.12, 0, 18.4204, 18.4204
12, 2700.00000, 2401.11, 0, 18.3459, 18.3459
13, 0.00000, 2401.11, 0, 18.3459, 18.3459
